entradaOrigemId,arquivoId,aulaPropostaId,habilidadeId,destinoEditorialId,tipoRelacao,decisaoProvisoria,justificativa,nivelInspecao,evidenciaId,pendenciaId
aula-mod-7-7,arq-1921,,,dest-expansao-curadoria,destino_editorial_expansao,alocar_em_lote_expansao,"Recurso preservado no acervo físico para detalhamento e curadoria na expansão curricular.",legenda_indexada,evid-fonte-aula-mod-7-7,""
aula-mod-7-9,arq-1926,,,dest-expansao-curadoria,destino_editorial_expansao,alocar_em_lote_expansao,"Recurso preservado no acervo físico para detalhamento e curadoria na expansão curricular.",legenda_indexada,evid-fonte-aula-mod-7-9,""
aula-mod-7-12,,,,dest-aguardando-backup,destino_editorial_aguardando,aguardar_auditoria_remota,"Entrada sem arquivos no backup local; requer verificação remota no Google Drive.",nao_inspecionado,evid-fonte-aula-mod-7-12,"sem_arquivos_locais; sem_link_remoto"
aula-mod-7-17,,,,dest-aguardando-backup,destino_editorial_aguardando,aguardar_auditoria_remota,"Entrada sem arquivos no backup local; requer verificação remota no Google Drive.",nao_inspecionado,evid-fonte-aula-mod-7-17,"sem_arquivos_locais; sem_link_remoto"
aula-mod-8-13,arq-1996,,,dest-expansao-curadoria,destino_editorial_expansao,alocar_em_lote_expansao,"Recurso preservado no acervo físico para detalhamento e curadoria na expansão curricular.",legenda_indexada,evid-fonte-aula-mod-8-13,""
aula-mod-8-16,arq-2002,,,dest-expansao-curadoria,destino_editorial_expansao,alocar_em_lote_expansao,"Recurso preservado no acervo físico para detalhamento e curadoria na expansão curricular.",legenda_indexada,evid-fonte-aula-mod-8-16,""
aula-mod-8-18,arq-2007,,,dest-expansao-curadoria,destino_editorial_expansao,alocar_em_lote_expansao,"Recurso preservado no acervo físico para detalhamento e curadoria na expansão curricular.",legenda_indexada,evid-fonte-aula-mod-8-18,""
aula-mod-9-14,,,,dest-aguardando-backup,destino_editorial_aguardando,aguardar_auditoria_remota,"Entrada sem arquivos no backup local; requer verificação remota no Google Drive.",nao_inspecionado,evid-fonte-aula-mod-9-14,"sem_arquivos_locais; sem_link_remoto"
aula-mod-9-16,arq-2060,,,dest-expansao-curadoria,destino_editorial_expansao,alocar_em_lote_expansao,"Recurso preservado no acervo físico para detalhamento e curadoria na expansão curricular.",legenda_indexada,evid-fonte-aula-mod-9-16,""
aula-mod-9-17,arq-2062,,,dest-expansao-curadoria,destino_editorial_expansao,alocar_em_lote_expansao,"Recurso preservado no acervo físico para detalhamento e curadoria na expansão curricular.",legenda_indexada,evid-fonte-aula-mod-9-17,""
aula-mod-9-18,,,,dest-aguardando-backup,destino_editorial_aguardando,aguardar_auditoria_remota,"Entrada sem arquivos no backup local; requer verificação remota no Google Drive.",nao_inspecionado,evid-fonte-aula-mod-9-18,"sem_arquivos_locais; sem_link_remoto"
aula-kaiser-66-1-introducao-tirar-musicas-de-ouvido,arq-0197,,,dest-expansao-curadoria,destino_editorial_expansao,alocar_em_lote_expansao,"Recurso preservado no acervo físico para detalhamento e curadoria na expansão curricular.",metadados_catalogo,evid-fonte-aula-kaiser-66-1-introducao-tirar-musicas-de-ouvido,""
aula-kaiser-67-2-exercicios-de-percepcao-de-uma-nota,arq-0199,,,dest-expansao-curadoria,destino_editorial_expansao,alocar_em_lote_expansao,"Recurso preservado no acervo físico para detalhamento e curadoria na expansão curricular.",metadados_catalogo,evid-fonte-aula-kaiser-67-2-exercicios-de-percepcao-de-uma-nota,""
aula-kaiser-68-3-exercicios-de-percepcao-de-duas-notas,arq-0201,,,dest-expansao-curadoria,destino_editorial_expansao,alocar_em_lote_expansao,"Recurso preservado no acervo físico para detalhamento e curadoria na expansão curricular.",metadados_catalogo,evid-fonte-aula-kaiser-68-3-exercicios-de-percepcao-de-duas-notas,""
aula-kaiser-69-4-exercicios-de-percepcao-de-acordes,arq-0203,,,dest-expansao-curadoria,destino_editorial_expansao,alocar_em_lote_expansao,"Recurso preservado no acervo físico para detalhamento e curadoria na expansão curricular.",metadados_catalogo,evid-fonte-aula-kaiser-69-4-exercicios-de-percepcao-de-acordes,""
aula-kaiser-70-5-exemplo-aprendendo-de-ouvido-uma-canca,arq-0207,,,dest-expansao-curadoria,destino_editorial_expansao,alocar_em_lote_expansao,"Recurso preservado no acervo físico para detalhamento e curadoria na expansão curricular.",legenda_indexada,evid-fonte-aula-kaiser-70-5-exemplo-aprendendo-de-ouvido-uma-canca,""
aula-kaiser-71-6-exemplo-2-aprendendo-de-ouvido-uma-pec,arq-0210,,,dest-expansao-curadoria,destino_editorial_expansao,alocar_em_lote_expansao,"Recurso preservado no acervo físico para detalhamento e curadoria na expansão curricular.",metadados_catalogo,evid-fonte-aula-kaiser-71-6-exemplo-2-aprendendo-de-ouvido-uma-pec,""
aula-kaiser-72-7-programas-que-podem-ajudar,arq-0212,,,dest-expansao-curadoria,destino_editorial_expansao,alocar_em_lote_expansao,"Recurso preservado no acervo físico para detalhamento e curadoria na expansão curricular.",metadados_catalogo,evid-fonte-aula-kaiser-72-7-programas-que-podem-ajudar,""
aula-mod-1-22,arq-1434,,,dest-expansao-curadoria,destino_editorial_expansao,alocar_em_lote_expansao,"Recurso preservado no acervo físico para detalhamento e curadoria na expansão curricular.",legenda_indexada,evid-fonte-aula-mod-1-22,""
aula-mod-1-25,arq-1457,,,dest-expansao-curadoria,destino_editorial_expansao,alocar_em_lote_expansao,"Recurso preservado no acervo físico para detalhamento e curadoria na expansão curricular.",legenda_indexada,evid-fonte-aula-mod-1-25,""
aula-mod-1-26,arq-1465,,,dest-expansao-curadoria,destino_editorial_expansao,alocar_em_lote_expansao,"Recurso preservado no acervo físico para detalhamento e curadoria na expansão curricular.",legenda_indexada,evid-fonte-aula-mod-1-26,""
aula-mod-1-27,arq-1484,,,dest-expansao-curadoria,destino_editorial_expansao,alocar_em_lote_expansao,"Recurso preservado no acervo físico para detalhamento e curadoria na expansão curricular.",legenda_indexada,evid-fonte-aula-mod-1-27,""
aula-mod-1-28,arq-1496,,,dest-expansao-curadoria,destino_editorial_expansao,alocar_em_lote_expansao,"Recurso preservado no acervo físico para detalhamento e curadoria na expansão curricular.",legenda_indexada,evid-fonte-aula-mod-1-28,""
aula-mod-1-29,arq-1498,,,dest-expansao-curadoria,destino_editorial_expansao,alocar_em_lote_expansao,"Recurso preservado no acervo físico para detalhamento e curadoria na expansão curricular.",legenda_indexada,evid-fonte-aula-mod-1-29,""
aula-mod-1-30,arq-1502,,,dest-expansao-curadoria,destino_editorial_expansao,alocar_em_lote_expansao,"Recurso preservado no acervo físico para detalhamento e curadoria na expansão curricular.",legenda_indexada,evid-fonte-aula-mod-1-30,""
aula-mod-1-31,arq-1504,,,dest-expansao-curadoria,destino_editorial_expansao,alocar_em_lote_expansao,"Recurso preservado no acervo físico para detalhamento e curadoria na expansão curricular.",legenda_indexada,evid-fonte-aula-mod-1-31,""
aula-mod-2-13,arq-1607,,,dest-expansao-curadoria,destino_editorial_expansao,alocar_em_lote_expansao,"Recurso preservado no acervo físico para detalhamento e curadoria na expansão curricular.",legenda_indexada,evid-fonte-aula-mod-2-13,""
aula-mod-2-14,arq-1609,,,dest-expansao-curadoria,destino_editorial_expansao,alocar_em_lote_expansao,"Recurso preservado no acervo físico para detalhamento e curadoria na expansão curricular.",legenda_indexada,evid-fonte-aula-mod-2-14,""
aula-mod-2-15,arq-1616,,,dest-expansao-curadoria,destino_editorial_expansao,alocar_em_lote_expansao,"Recurso preservado no acervo físico para detalhamento e curadoria na expansão curricular.",legenda_indexada,evid-fonte-aula-mod-2-15,""
aula-mod-2-16,arq-1618,,,dest-expansao-curadoria,destino_editorial_expansao,alocar_em_lote_expansao,"Recurso preservado no acervo físico para detalhamento e curadoria na expansão curricular.",legenda_indexada,evid-fonte-aula-mod-2-16,""
aula-mod-2-17,arq-1623,,,dest-expansao-curadoria,destino_editorial_expansao,alocar_em_lote_expansao,"Recurso preservado no acervo físico para detalhamento e curadoria na expansão curricular.",legenda_indexada,evid-fonte-aula-mod-2-17,""
aula-mod-2-19,arq-1629,,,dest-expansao-curadoria,destino_editorial_expansao,alocar_em_lote_expansao,"Recurso preservado no acervo físico para detalhamento e curadoria na expansão curricular.",legenda_indexada,evid-fonte-aula-mod-2-19,""
aula-mod-2-20,arq-1633,,,dest-expansao-curadoria,destino_editorial_expansao,alocar_em_lote_expansao,"Recurso preservado no acervo físico para detalhamento e curadoria na expansão curricular.",legenda_indexada,evid-fonte-aula-mod-2-20,""
aula-mod-2-21,arq-1638,,,dest-expansao-curadoria,destino_editorial_expansao,alocar_em_lote_expansao,"Recurso preservado no acervo físico para detalhamento e curadoria na expansão curricular.",metadados_catalogo,evid-fonte-aula-mod-2-21,""
aula-mod-2-22,arq-1640,,,dest-expansao-curadoria,destino_editorial_expansao,alocar_em_lote_expansao,"Recurso preservado no acervo físico para detalhamento e curadoria na expansão curricular.",legenda_indexada,evid-fonte-aula-mod-2-22,""
aula-mod-2-23,arq-1643,,,dest-expansao-curadoria,destino_editorial_expansao,alocar_em_lote_expansao,"Recurso preservado no acervo físico para detalhamento e curadoria na expansão curricular.",legenda_indexada,evid-fonte-aula-mod-2-23,""
aula-mod-2-24,arq-1648,,,dest-expansao-curadoria,destino_editorial_expansao,alocar_em_lote_expansao,"Recurso preservado no acervo físico para detalhamento e curadoria na expansão curricular.",legenda_indexada,evid-fonte-aula-mod-2-24,""
aula-mod-2-25,arq-1650,,,dest-expansao-curadoria,destino_editorial_expansao,alocar_em_lote_expansao,"Recurso preservado no acervo físico para detalhamento e curadoria na expansão curricular.",legenda_indexada,evid-fonte-aula-mod-2-25,""
aula-mod-3-10,arq-1718,,,dest-expansao-curadoria,destino_editorial_expansao,alocar_em_lote_expansao,"Recurso preservado no acervo físico para detalhamento e curadoria na expansão curricular.",legenda_indexada,evid-fonte-aula-mod-3-10,""
aula-mod-3-11,arq-1724,,,dest-expansao-curadoria,destino_editorial_expansao,alocar_em_lote_expansao,"Recurso preservado no acervo físico para detalhamento e curadoria na expansão curricular.",metadados_catalogo,evid-fonte-aula-mod-3-11,""
aula-mod-3-12,arq-1727,,,dest-expansao-curadoria,destino_editorial_expansao,alocar_em_lote_expansao,"Recurso preservado no acervo físico para detalhamento e curadoria na expansão curricular.",metadados_catalogo,evid-fonte-aula-mod-3-12,""
aula-mod-3-13,arq-1730,,,dest-expansao-curadoria,destino_editorial_expansao,alocar_em_lote_expansao,"Recurso preservado no acervo físico para detalhamento e curadoria na expansão curricular.",legenda_indexada,evid-fonte-aula-mod-3-13,""
aula-mod-3-14,arq-1732,,,dest-expansao-curadoria,destino_editorial_expansao,alocar_em_lote_expansao,"Recurso preservado no acervo físico para detalhamento e curadoria na expansão curricular.",legenda_indexada,evid-fonte-aula-mod-3-14,""
aula-mod-3-15,arq-1734,,,dest-expansao-curadoria,destino_editorial_expansao,alocar_em_lote_expansao,"Recurso preservado no acervo físico para detalhamento e curadoria na expansão curricular.",legenda_indexada,evid-fonte-aula-mod-3-15,""
aula-mod-3-16,arq-1736,,,dest-expansao-curadoria,destino_editorial_expansao,alocar_em_lote_expansao,"Recurso preservado no acervo físico para detalhamento e curadoria na expansão curricular.",legenda_indexada,evid-fonte-aula-mod-3-16,""
aula-mod-3-17,arq-1737,,,dest-expansao-curadoria,destino_editorial_expansao,alocar_em_lote_expansao,"Recurso preservado no acervo físico para detalhamento e curadoria na expansão curricular.",metadados_catalogo,evid-fonte-aula-mod-3-17,""
aula-mod-3-18,arq-1739,,,dest-expansao-curadoria,destino_editorial_expansao,alocar_em_lote_expansao,"Recurso preservado no acervo físico para detalhamento e curadoria na expansão curricular.",legenda_indexada,evid-fonte-aula-mod-3-18,""
aula-mod-3-19,arq-1744,,,dest-expansao-curadoria,destino_editorial_expansao,alocar_em_lote_expansao,"Recurso preservado no acervo físico para detalhamento e curadoria na expansão curricular.",legenda_indexada,evid-fonte-aula-mod-3-19,""
aula-mod-3-20,arq-1750,,,dest-expansao-curadoria,destino_editorial_expansao,alocar_em_lote_expansao,"Recurso preservado no acervo físico para detalhamento e curadoria na expansão curricular.",metadados_catalogo,evid-fonte-aula-mod-3-20,""
aula-mod-3-21,arq-1752,,,dest-expansao-curadoria,destino_editorial_expansao,alocar_em_lote_expansao,"Recurso preservado no acervo físico para detalhamento e curadoria na expansão curricular.",legenda_indexada,evid-fonte-aula-mod-3-21,""
aula-mod-3-22,arq-1760,,,dest-expansao-curadoria,destino_editorial_expansao,alocar_em_lote_expansao,"Recurso preservado no acervo físico para detalhamento e curadoria na expansão curricular.",legenda_indexada,evid-fonte-aula-mod-3-22,""
aula-mod-4-13,,,,dest-quiz-plataforma,destino_editorial_quiz,manter_como_quiz_opcional,"Questionário interativo nativo da plataforma Hotmart sem arquivos multimídia locais.",nao_inspecionado,evid-fonte-aula-mod-4-13,"sem_arquivos_locais; quiz_plataforma; sem_link_remoto"
aula-mod-4-15,,,,dest-descarte-admin,destino_editorial_suporte,avaliar_descarte_administrativo,"Comunicado ou material de suporte da plataforma sem conteúdo instrumental.",nao_inspecionado,evid-fonte-aula-mod-4-15,"sem_arquivos_locais; item_administrativo; sem_link_remoto"
aula-mod-4-1,,,,dest-aguardando-backup,destino_editorial_aguardando,aguardar_auditoria_remota,"Entrada sem arquivos no backup local; requer verificação remota no Google Drive.",nao_inspecionado,evid-fonte-aula-mod-4-1,"sem_arquivos_locais"
aula-mod-4-16,,,,dest-aguardando-backup,destino_editorial_aguardando,aguardar_auditoria_remota,"Entrada sem arquivos no backup local; requer verificação remota no Google Drive.",nao_inspecionado,evid-fonte-aula-mod-4-16,"sem_arquivos_locais; sem_link_remoto"
aula-mod-4-17,,,,dest-aguardando-backup,destino_editorial_aguardando,aguardar_auditoria_remota,"Entrada sem arquivos no backup local; requer verificação remota no Google Drive.",nao_inspecionado,evid-fonte-aula-mod-4-17,"sem_arquivos_locais; sem_link_remoto"
aula-mod-4-18,,,,dest-aguardando-backup,destino_editorial_aguardando,aguardar_auditoria_remota,"Entrada sem arquivos no backup local; requer verificação remota no Google Drive.",nao_inspecionado,evid-fonte-aula-mod-4-18,"sem_arquivos_locais; sem_link_remoto"
aula-mod-4-19,,,,dest-aguardando-backup,destino_editorial_aguardando,aguardar_auditoria_remota,"Entrada sem arquivos no backup local; requer verificação remota no Google Drive.",nao_inspecionado,evid-fonte-aula-mod-4-19,"sem_arquivos_locais; sem_link_remoto"
aula-mod-4-2,,,,dest-aguardando-backup,destino_editorial_aguardando,aguardar_auditoria_remota,"Entrada sem arquivos no backup local; requer verificação remota no Google Drive.",nao_inspecionado,evid-fonte-aula-mod-4-2,"sem_arquivos_locais"
aula-mod-4-3,,,,dest-aguardando-backup,destino_editorial_aguardando,aguardar_auditoria_remota,"Entrada sem arquivos no backup local; requer verificação remota no Google Drive.",nao_inspecionado,evid-fonte-aula-mod-4-3,"sem_arquivos_locais"
aula-mod-4-20,arq-1848,,,dest-expansao-curadoria,destino_editorial_expansao,alocar_em_lote_expansao,"Recurso preservado no acervo físico para detalhamento e curadoria na expansão curricular.",legenda_indexada,evid-fonte-aula-mod-4-20,""
aula-mod-4-21,arq-1850,,,dest-expansao-curadoria,destino_editorial_expansao,alocar_em_lote_expansao,"Recurso preservado no acervo físico para detalhamento e curadoria na expansão curricular.",legenda_indexada,evid-fonte-aula-mod-4-21,""
aula-mod-4-22,arq-1854,,,dest-expansao-curadoria,destino_editorial_expansao,alocar_em_lote_expansao,"Recurso preservado no acervo físico para detalhamento e curadoria na expansão curricular.",legenda_indexada,evid-fonte-aula-mod-4-22,""
aula-mod-4-24,arq-1860,,,dest-expansao-curadoria,destino_editorial_expansao,alocar_em_lote_expansao,"Recurso preservado no acervo físico para detalhamento e curadoria na expansão curricular.",legenda_indexada,evid-fonte-aula-mod-4-24,""
aula-mod-4-25,arq-1862,,,dest-expansao-curadoria,destino_editorial_expansao,alocar_em_lote_expansao,"Recurso preservado no acervo físico para detalhamento e curadoria na expansão curricular.",legenda_indexada,evid-fonte-aula-mod-4-25,""
aula-kaiser-122-1-partitura-leitura-melodica,arq-0400,,,dest-expansao-curadoria,destino_editorial_expansao,alocar_em_lote_expansao,"Recurso preservado no acervo físico para detalhamento e curadoria na expansão curricular.",metadados_catalogo,evid-fonte-aula-kaiser-122-1-partitura-leitura-melodica,""
aula-kaiser-123-2-partitura-leitura-ritmica,arq-0407,,,dest-expansao-curadoria,destino_editorial_expansao,alocar_em_lote_expansao,"Recurso preservado no acervo físico para detalhamento e curadoria na expansão curricular.",metadados_catalogo,evid-fonte-aula-kaiser-123-2-partitura-leitura-ritmica,""
aula-kaiser-125-4-andante-h-pinto-partituras-de-nivel-me,arq-0418,,,dest-expansao-curadoria,destino_editorial_expansao,alocar_em_lote_expansao,"Recurso preservado no acervo físico para detalhamento e curadoria na expansão curricular.",metadados_catalogo,evid-fonte-aula-kaiser-125-4-andante-h-pinto-partituras-de-nivel-me,""
aula-kaiser-126-5-allegretto-h-pinto-partituras-de-nivel,arq-0421,,,dest-expansao-curadoria,destino_editorial_expansao,alocar_em_lote_expansao,"Recurso preservado no acervo físico para detalhamento e curadoria na expansão curricular.",metadados_catalogo,evid-fonte-aula-kaiser-126-5-allegretto-h-pinto-partituras-de-nivel,""
aula-kaiser-127-6-andante-religioso-partitura-de-nivel-m,arq-0424,,,dest-expansao-curadoria,destino_editorial_expansao,alocar_em_lote_expansao,"Recurso preservado no acervo físico para detalhamento e curadoria na expansão curricular.",metadados_catalogo,evid-fonte-aula-kaiser-127-6-andante-religioso-partitura-de-nivel-m,""
aula-kaiser-136-1-importante-saiba-como-assistir-as-aula,arq-0459,,,dest-expansao-curadoria,destino_editorial_expansao,alocar_em_lote_expansao,"Recurso preservado no acervo físico para detalhamento e curadoria na expansão curricular.",legenda_indexada,evid-fonte-aula-kaiser-136-1-importante-saiba-como-assistir-as-aula,""
aula-kaiser-138-11-baixo-cantante-pedro-cameron-violao-c,arq-0464,,,dest-expansao-curadoria,destino_editorial_expansao,alocar_em_lote_expansao,"Recurso preservado no acervo físico para detalhamento e curadoria na expansão curricular.",metadados_catalogo,evid-fonte-aula-kaiser-138-11-baixo-cantante-pedro-cameron-violao-c,""
aula-kaiser-139-12-andantino-antonio-cano-violao-classic,arq-0468,,,dest-expansao-curadoria,destino_editorial_expansao,alocar_em_lote_expansao,"Recurso preservado no acervo físico para detalhamento e curadoria na expansão curricular.",legenda_indexada,evid-fonte-aula-kaiser-139-12-andantino-antonio-cano-violao-classic,""
aula-kaiser-140-13-madrugada-marcos-kaiser-violao-classi,arq-0470,,,dest-expansao-curadoria,destino_editorial_expansao,alocar_em_lote_expansao,"Recurso preservado no acervo físico para detalhamento e curadoria na expansão curricular.",metadados_catalogo,evid-fonte-aula-kaiser-140-13-madrugada-marcos-kaiser-violao-classi,""
aula-kaiser-141-14-atirei-o-pau-no-gato,arq-0472,,,dest-expansao-curadoria,destino_editorial_expansao,alocar_em_lote_expansao,"Recurso preservado no acervo físico para detalhamento e curadoria na expansão curricular.",metadados_catalogo,evid-fonte-aula-kaiser-141-14-atirei-o-pau-no-gato,""
aula-kaiser-142-15-gloria-gloria-aleluia-versao-simplifi,arq-0474,,,dest-expansao-curadoria,destino_editorial_expansao,alocar_em_lote_expansao,"Recurso preservado no acervo físico para detalhamento e curadoria na expansão curricular.",metadados_catalogo,evid-fonte-aula-kaiser-142-15-gloria-gloria-aleluia-versao-simplifi,""
aula-kaiser-143-16-se-essa-rua-fosse-minha-mpb,arq-0477,,,dest-expansao-curadoria,destino_editorial_expansao,alocar_em_lote_expansao,"Recurso preservado no acervo físico para detalhamento e curadoria na expansão curricular.",legenda_indexada,evid-fonte-aula-kaiser-143-16-se-essa-rua-fosse-minha-mpb,""
aula-kaiser-144-17-estudo-de-pestanas-marcos-kaiser,arq-0480,,,dest-expansao-curadoria,destino_editorial_expansao,alocar_em_lote_expansao,"Recurso preservado no acervo físico para detalhamento e curadoria na expansão curricular.",legenda_indexada,evid-fonte-aula-kaiser-144-17-estudo-de-pestanas-marcos-kaiser,""
aula-kaiser-145-18-estudo-em-do-tarrega-violao-classico,arq-0482,,,dest-expansao-curadoria,destino_editorial_expansao,alocar_em_lote_expansao,"Recurso preservado no acervo físico para detalhamento e curadoria na expansão curricular.",metadados_catalogo,evid-fonte-aula-kaiser-145-18-estudo-em-do-tarrega-violao-classico,""
aula-kaiser-146-19-greensleeves-violao-classico,arq-0485,,,dest-expansao-curadoria,destino_editorial_expansao,alocar_em_lote_expansao,"Recurso preservado no acervo físico para detalhamento e curadoria na expansão curricular.",legenda_indexada,evid-fonte-aula-kaiser-146-19-greensleeves-violao-classico,""
aula-kaiser-147-2-o-melhor-exercicio-do-mundo,arq-0490,,,dest-expansao-curadoria,destino_editorial_expansao,alocar_em_lote_expansao,"Recurso preservado no acervo físico para detalhamento e curadoria na expansão curricular.",legenda_indexada,evid-fonte-aula-kaiser-147-2-o-melhor-exercicio-do-mundo,""
aula-kaiser-148-20-toureiro-marcos-kaiser-musica-espanho,arq-0492,,,dest-expansao-curadoria,destino_editorial_expansao,alocar_em_lote_expansao,"Recurso preservado no acervo físico para detalhamento e curadoria na expansão curricular.",metadados_catalogo,evid-fonte-aula-kaiser-148-20-toureiro-marcos-kaiser-musica-espanho,""
aula-kaiser-149-21-estudo-de-dedilhados-no-campo-harmoni,arq-0494,,,dest-expansao-curadoria,destino_editorial_expansao,alocar_em_lote_expansao,"Recurso preservado no acervo físico para detalhamento e curadoria na expansão curricular.",metadados_catalogo,evid-fonte-aula-kaiser-149-21-estudo-de-dedilhados-no-campo-harmoni,""
aula-kaiser-150-22-samba-lele-aprenda-seu-primeiro-samba,arq-0496,,,dest-expansao-curadoria,destino_editorial_expansao,alocar_em_lote_expansao,"Recurso preservado no acervo físico para detalhamento e curadoria na expansão curricular.",metadados_catalogo,evid-fonte-aula-kaiser-150-22-samba-lele-aprenda-seu-primeiro-samba,""
aula-kaiser-151-23-o-menos-e-mais-choro,arq-0501,,,dest-expansao-curadoria,destino_editorial_expansao,alocar_em_lote_expansao,"Recurso preservado no acervo físico para detalhamento e curadoria na expansão curricular.",legenda_indexada,evid-fonte-aula-kaiser-151-23-o-menos-e-mais-choro,""
aula-kaiser-152-24-romance-de-amor-violao-classico,arq-0508,,,dest-expansao-curadoria,destino_editorial_expansao,alocar_em_lote_expansao,"Recurso preservado no acervo físico para detalhamento e curadoria na expansão curricular.",legenda_indexada,evid-fonte-aula-kaiser-152-24-romance-de-amor-violao-classico,"contem_arquivos_part"
aula-kaiser-153-25-lagrima-tarrega-violao-classico,arq-0511,,,dest-expansao-curadoria,destino_editorial_expansao,alocar_em_lote_expansao,"Recurso preservado no acervo físico para detalhamento e curadoria na expansão curricular.",legenda_indexada,evid-fonte-aula-kaiser-153-25-lagrima-tarrega-violao-classico,""
aula-kaiser-154-26-tema-do-harry-potter-violao-classico,arq-0517,,,dest-expansao-curadoria,destino_editorial_expansao,alocar_em_lote_expansao,"Recurso preservado no acervo físico para detalhamento e curadoria na expansão curricular.",legenda_indexada,evid-fonte-aula-kaiser-154-26-tema-do-harry-potter-violao-classico,""
aula-kaiser-155-27-fur-elise-beethoven-violao-classico,arq-0520,,,dest-expansao-curadoria,destino_editorial_expansao,alocar_em_lote_expansao,"Recurso preservado no acervo físico para detalhamento e curadoria na expansão curricular.",legenda_indexada,evid-fonte-aula-kaiser-155-27-fur-elise-beethoven-violao-classico,""
aula-kaiser-157-29-eu-nao-existo-sem-voce-tom-jobim-mpb,arq-0528,,,dest-expansao-curadoria,destino_editorial_expansao,alocar_em_lote_expansao,"Recurso preservado no acervo físico para detalhamento e curadoria na expansão curricular.",legenda_indexada,evid-fonte-aula-kaiser-157-29-eu-nao-existo-sem-voce-tom-jobim-mpb,""
aula-kaiser-158-3-como-avancar-nas-aulas-de-repertorio,arq-0530,,,dest-expansao-curadoria,destino_editorial_expansao,alocar_em_lote_expansao,"Recurso preservado no acervo físico para detalhamento e curadoria na expansão curricular.",metadados_catalogo,evid-fonte-aula-kaiser-158-3-como-avancar-nas-aulas-de-repertorio,""
aula-kaiser-159-30-estudo-n-5-em-si-menor-fernando-sor-v,arq-0533,,,dest-expansao-curadoria,destino_editorial_expansao,alocar_em_lote_expansao,"Recurso preservado no acervo físico para detalhamento e curadoria na expansão curricular.",legenda_indexada,evid-fonte-aula-kaiser-159-30-estudo-n-5-em-si-menor-fernando-sor-v,""
aula-kaiser-160-31-adelita-tarrega-violao-classico,arq-0536,,,dest-expansao-curadoria,destino_editorial_expansao,alocar_em_lote_expansao,"Recurso preservado no acervo físico para detalhamento e curadoria na expansão curricular.",legenda_indexada,evid-fonte-aula-kaiser-160-31-adelita-tarrega-violao-classico,""
aula-kaiser-161-4-antes-de-tudo-faca-as-posturas-correta,arq-0541,,,dest-expansao-curadoria,destino_editorial_expansao,alocar_em_lote_expansao,"Recurso preservado no acervo físico para detalhamento e curadoria na expansão curricular.",legenda_indexada,evid-fonte-aula-kaiser-161-4-antes-de-tudo-faca-as-posturas-correta,""
aula-kaiser-162-5-qual-dedo-usar-regras-de-digitacao,arq-0543,,,dest-expansao-curadoria,destino_editorial_expansao,alocar_em_lote_expansao,"Recurso preservado no acervo físico para detalhamento e curadoria na expansão curricular.",metadados_catalogo,evid-fonte-aula-kaiser-162-5-qual-dedo-usar-regras-de-digitacao,""
aula-kaiser-163-6-um-erro-muito-comum-da-mao-direita,arq-0545,,,dest-expansao-curadoria,destino_editorial_expansao,alocar_em_lote_expansao,"Recurso preservado no acervo físico para detalhamento e curadoria na expansão curricular.",metadados_catalogo,evid-fonte-aula-kaiser-163-6-um-erro-muito-comum-da-mao-direita,""
aula-kaiser-165-8-9-sinfonia-ode-a-alegria-beethoven-vio,arq-0552,,,dest-expansao-curadoria,destino_editorial_expansao,alocar_em_lote_expansao,"Recurso preservado no acervo físico para detalhamento e curadoria na expansão curricular.",legenda_indexada,evid-fonte-aula-kaiser-165-8-9-sinfonia-ode-a-alegria-beethoven-vio,""
aula-kaiser-166-9-valsa-em-do-maior-pequeno-estudo-marco,arq-0555,,,dest-expansao-curadoria,destino_editorial_expansao,alocar_em_lote_expansao,"Recurso preservado no acervo físico para detalhamento e curadoria na expansão curricular.",metadados_catalogo,evid-fonte-aula-kaiser-166-9-valsa-em-do-maior-pequeno-estudo-marco,""
aula-mod-3-25,arq-1773,,,dest-expansao-curadoria,destino_editorial_expansao,alocar_em_lote_expansao,"Recurso preservado no acervo físico para detalhamento e curadoria na expansão curricular.",legenda_indexada,evid-fonte-aula-mod-3-25,""
aula-mod-3-26,arq-1775,,,dest-expansao-curadoria,destino_editorial_expansao,alocar_em_lote_expansao,"Recurso preservado no acervo físico para detalhamento e curadoria na expansão curricular.",legenda_indexada,evid-fonte-aula-mod-3-26,""
aula-mod-3-27,arq-1780,,,dest-expansao-curadoria,destino_editorial_expansao,alocar_em_lote_expansao,"Recurso preservado no acervo físico para detalhamento e curadoria na expansão curricular.",legenda_indexada,evid-fonte-aula-mod-3-27,""
aula-mod-3-28,arq-1782,,,dest-expansao-curadoria,destino_editorial_expansao,alocar_em_lote_expansao,"Recurso preservado no acervo físico para detalhamento e curadoria na expansão curricular.",legenda_indexada,evid-fonte-aula-mod-3-28,""
aula-mod-3-29,arq-1785,,,dest-expansao-curadoria,destino_editorial_expansao,alocar_em_lote_expansao,"Recurso preservado no acervo físico para detalhamento e curadoria na expansão curricular.",legenda_indexada,evid-fonte-aula-mod-3-29,""
aula-mod-3-30,arq-1789,,,dest-expansao-curadoria,destino_editorial_expansao,alocar_em_lote_expansao,"Recurso preservado no acervo físico para detalhamento e curadoria na expansão curricular.",legenda_indexada,evid-fonte-aula-mod-3-30,""
