evidencia_id,entidade_id,tipo_entidade,fonte_tipo,referencia_arquivo_ou_id,afirmacao_ou_operacao_executada,status_verificacao,data_registro,observacoes
evid-fonte-aula-mod-1-31,aula-mod-1-31,entrada_catalogo,inventario_v03,"arq-1504;arq-1506;arq-1507;arq-1508;arq-1505;arq-1503;arq-1509;arq-1510","Entrada catalogada: 31 - Violão - 4.5 - Batida POP Básica (Método Tríade). Disponibilidade: disponivel",verificado_metadados,2026-09-14,Arquivos locais: 8
evid-fonte-aula-mod-2-13,aula-mod-2-13,entrada_catalogo,inventario_v03,"arq-1607;arq-1606","Entrada catalogada: 14 - H P - 7.1 - Id. Acordes Maiores e Menores (Pág 18) UPGRA (Método Tríade). Disponibilidade: disponivel",verificado_metadados,2026-09-14,Arquivos locais: 2
evid-fonte-aula-mod-2-14,aula-mod-2-14,entrada_catalogo,inventario_v03,"arq-1609;arq-1610;arq-1611;arq-1612;arq-1608;arq-1613;arq-1614","Entrada catalogada: 15 - H P - 7.2 - Id. Acordes Maiores e Menores (Correção) UPG (Método Tríade). Disponibilidade: disponivel",verificado_metadados,2026-09-14,Arquivos locais: 7
evid-fonte-aula-mod-2-15,aula-mod-2-15,entrada_catalogo,inventario_v03,"arq-1616;arq-1615","Entrada catalogada: 16 - Violão - 7.1 - Que País é Esse - Como eu Quero (Método Tríade). Disponibilidade: disponivel",verificado_metadados,2026-09-14,Arquivos locais: 2
evid-fonte-aula-mod-2-16,aula-mod-2-16,entrada_catalogo,inventario_v03,"arq-1618;arq-1619;arq-1620;arq-1617;arq-1621","Entrada catalogada: 17 - Violão - 7.2 Chama o flautista! - Como eu Quero (Método Tríade). Disponibilidade: disponivel",verificado_metadados,2026-09-14,Arquivos locais: 5
evid-fonte-aula-mod-2-17,aula-mod-2-17,entrada_catalogo,inventario_v03,"arq-1623;arq-1624;arq-1622;arq-1625","Entrada catalogada: 18 - UPGRADE 7.0 Violão - 7.3 Principais Elementos de Inte (Método Tríade). Disponibilidade: disponivel",verificado_metadados,2026-09-14,Arquivos locais: 4
evid-fonte-aula-mod-2-19,aula-mod-2-19,entrada_catalogo,inventario_v03,"arq-1629;arq-1630;arq-1628;arq-1631","Entrada catalogada: 20 - Violão - 8.1 - Batida Rock Inglês (Método Tríade). Disponibilidade: disponivel",verificado_metadados,2026-09-14,Arquivos locais: 4
evid-fonte-aula-mod-2-20,aula-mod-2-20,entrada_catalogo,inventario_v03,"arq-1633;arq-1636;arq-1634;arq-1635;arq-1632","Entrada catalogada: 21 - Violão - 8.2 - O Sol - Rock Inglês (Método Tríade). Disponibilidade: disponivel",verificado_metadados,2026-09-14,Arquivos locais: 5
evid-fonte-aula-mod-2-21,aula-mod-2-21,entrada_catalogo,inventario_v03,"arq-1638;arq-1637","Entrada catalogada: 22 - Violão - 8.3 TOCA que eu CANTO - O SOl (Método Tríade). Disponibilidade: disponivel",verificado_metadados,2026-09-14,Arquivos locais: 2
evid-fonte-aula-mod-2-22,aula-mod-2-22,entrada_catalogo,inventario_v03,"arq-1640;arq-1641;arq-1639","Entrada catalogada: 23 - UPGRADE 7.0 Violão - 8.4 - Fluência no ROCK INGLÊS ou (Método Tríade). Disponibilidade: disponivel",verificado_metadados,2026-09-14,Arquivos locais: 3
evid-fonte-aula-mod-2-23,aula-mod-2-23,entrada_catalogo,inventario_v03,"arq-1643;arq-1644;arq-1645;arq-1642;arq-1646","Entrada catalogada: 24 - Violão - 8.5 Como encordoar NYLON (Método Tríade). Disponibilidade: disponivel",verificado_metadados,2026-09-14,Arquivos locais: 5
evid-fonte-aula-mod-2-24,aula-mod-2-24,entrada_catalogo,inventario_v03,"arq-1648;arq-1647","Entrada catalogada: 25 - Violão - 8.6 Como encordoar AÇO (Método Tríade). Disponibilidade: disponivel",verificado_metadados,2026-09-14,Arquivos locais: 2
evid-fonte-aula-mod-2-25,aula-mod-2-25,entrada_catalogo,inventario_v03,"arq-1650;arq-1649","Entrada catalogada: 26 - Violão - 8.7 - Bônus - 10 Músicas com apenas E, A e D (Método Tríade). Disponibilidade: disponivel",verificado_metadados,2026-09-14,Arquivos locais: 2
evid-fonte-aula-mod-3-10,aula-mod-3-10,entrada_catalogo,inventario_v03,"arq-1718;arq-1719;arq-1720;arq-1717;arq-1721;arq-1722","Entrada catalogada: 11 - Violão - 10.1 - Leitura C D E (Método Tríade). Disponibilidade: disponivel",verificado_metadados,2026-09-14,Arquivos locais: 6
evid-fonte-aula-mod-3-11,aula-mod-3-11,entrada_catalogo,inventario_v03,"arq-1724;arq-1723;arq-1725","Entrada catalogada: 12 - Violão -10.2 - Pestana! (Método Tríade). Disponibilidade: disponivel",verificado_metadados,2026-09-14,Arquivos locais: 3
evid-fonte-aula-mod-3-12,aula-mod-3-12,entrada_catalogo,inventario_v03,"arq-1727;arq-1726;arq-1728","Entrada catalogada: 13 - Violão -10.3 - A Pestana e o Paralelismo (Método Tríade). Disponibilidade: disponivel",verificado_metadados,2026-09-14,Arquivos locais: 3
evid-fonte-aula-mod-3-13,aula-mod-3-13,entrada_catalogo,inventario_v03,"arq-1730;arq-1729","Entrada catalogada: 14 - Violão -10.4 - PRATICANDO Bm com Wicked Game - Apresenta (Método Tríade). Disponibilidade: disponivel",verificado_metadados,2026-09-14,Arquivos locais: 2
evid-fonte-aula-mod-3-14,aula-mod-3-14,entrada_catalogo,inventario_v03,"arq-1732;arq-1731","Entrada catalogada: 15 - Violão -10.5 - wicked game PRATICANDO PESTANA - violao (Método Tríade). Disponibilidade: disponivel",verificado_metadados,2026-09-14,Arquivos locais: 2
evid-fonte-aula-mod-3-15,aula-mod-3-15,entrada_catalogo,inventario_v03,"arq-1734;arq-1733","Entrada catalogada: 16 - Violão - 10.6 TOCA que eu CANTO - Wonderwall (Método Tríade). Disponibilidade: disponivel",verificado_metadados,2026-09-14,Arquivos locais: 2
evid-fonte-aula-mod-3-16,aula-mod-3-16,entrada_catalogo,inventario_v03,"arq-1736;arq-1735","Entrada catalogada: 17 - 10.7 - Pra que serve o capotraste (Método Tríade). Disponibilidade: disponivel",verificado_metadados,2026-09-14,Arquivos locais: 2
evid-fonte-aula-mod-3-17,aula-mod-3-17,entrada_catalogo,inventario_v03,"arq-1737","Entrada catalogada: 18 - H P -11 - Semínima, Pausa e Colchêia - Pág 29 (Método Tríade). Disponibilidade: disponivel",verificado_metadados,2026-09-14,Arquivos locais: 1
evid-fonte-aula-mod-3-18,aula-mod-3-18,entrada_catalogo,inventario_v03,"arq-1739;arq-1740;arq-1741;arq-1738;arq-1742","Entrada catalogada: 19 - Violão -11.1 - Eu Sei (Pág 30) (Método Tríade). Disponibilidade: disponivel",verificado_metadados,2026-09-14,Arquivos locais: 5
evid-fonte-aula-mod-3-19,aula-mod-3-19,entrada_catalogo,inventario_v03,"arq-1744;arq-1745;arq-1746;arq-1747;arq-1743;arq-1748;arq-1749","Entrada catalogada: 20 - Violão - 11.2 - Leitura C D E F G (Método Tríade). Disponibilidade: disponivel",verificado_metadados,2026-09-14,Arquivos locais: 7
evid-fonte-aula-mod-3-20,aula-mod-3-20,entrada_catalogo,inventario_v03,"arq-1750","Entrada catalogada: 21 - Violão - 11.3 - Batida POP Básica Variação (TCHAC) (Método Tríade). Disponibilidade: disponivel",verificado_metadados,2026-09-14,Arquivos locais: 1
evid-fonte-aula-mod-3-21,aula-mod-3-21,entrada_catalogo,inventario_v03,"arq-1752;arq-1754;arq-1755;arq-1756;arq-1753;arq-1751;arq-1757;arq-1758","Entrada catalogada: 22 - Violão - 11.4 - Revisão de Notas no Braço (Método Tríade). Disponibilidade: disponivel",verificado_metadados,2026-09-14,Arquivos locais: 8
evid-fonte-aula-mod-3-22,aula-mod-3-22,entrada_catalogo,inventario_v03,"arq-1760;arq-1759","Entrada catalogada: 23 - Violão - 11.5 - Intensivão Pestana! (Método Tríade). Disponibilidade: disponivel",verificado_metadados,2026-09-14,Arquivos locais: 2
evid-fonte-aula-mod-4-13,aula-mod-4-13,entrada_catalogo,inventario_v03,"sem_arquivo_local","Entrada catalogada: Quiz para ir para o Mês 4 (Método Tríade). Disponibilidade: sem_material",verificado_metadados,2026-09-14,Arquivos locais: 0
evid-fonte-aula-mod-4-15,aula-mod-4-15,entrada_catalogo,inventario_v03,"sem_arquivo_local","Entrada catalogada: Mega-Bônus_ 38.235 Cifras! (Método Tríade). Disponibilidade: sem_material",verificado_metadados,2026-09-14,Arquivos locais: 0
evid-fonte-aula-mod-4-1,aula-mod-4-1,entrada_catalogo,inventario_v03,"sem_arquivo_local","Entrada catalogada: 04 - 13 - Colcheia I UPGRADE 8.0 (Pág 36) (Método Tríade). Disponibilidade: sem_material",verificado_metadados,2026-09-14,Arquivos locais: 0
evid-fonte-aula-mod-4-16,aula-mod-4-16,entrada_catalogo,inventario_v03,"sem_arquivo_local","Entrada catalogada: _UPGRADE 7.0_ Violão - 13.1 - Revisão (Método Tríade). Disponibilidade: sem_material",verificado_metadados,2026-09-14,Arquivos locais: 0
evid-fonte-aula-mod-4-17,aula-mod-4-17,entrada_catalogo,inventario_v03,"sem_arquivo_local","Entrada catalogada: _UPGRADE 7.0_ Violão - 13.2 - Acorde X7M na Prática (Pág (Método Tríade). Disponibilidade: sem_material",verificado_metadados,2026-09-14,Arquivos locais: 0
evid-fonte-aula-mod-4-18,aula-mod-4-18,entrada_catalogo,inventario_v03,"sem_arquivo_local","Entrada catalogada: Violão - 13.3 -  Batida Bossanova (Pág 40) (Método Tríade). Disponibilidade: sem_material",verificado_metadados,2026-09-14,Arquivos locais: 0
evid-fonte-aula-mod-4-19,aula-mod-4-19,entrada_catalogo,inventario_v03,"sem_arquivo_local","Entrada catalogada: Violão - 13.4 TOCA que eu CANTO - Faz Parte do meu Show (Método Tríade). Disponibilidade: sem_material",verificado_metadados,2026-09-14,Arquivos locais: 0
evid-fonte-aula-mod-4-2,aula-mod-4-2,entrada_catalogo,inventario_v03,"sem_arquivo_local","Entrada catalogada: 09 - UPGRADE 7.0 H P - 14 - Form de Acordes II (Pág 37) (Método Tríade). Disponibilidade: sem_material",verificado_metadados,2026-09-14,Arquivos locais: 0
evid-fonte-aula-mod-4-3,aula-mod-4-3,entrada_catalogo,inventario_v03,"sem_arquivo_local","Entrada catalogada: 10 - UPGRADE 7.0 H P - 14 - Form de Acordes II - Trabalho d (Método Tríade). Disponibilidade: sem_material",verificado_metadados,2026-09-14,Arquivos locais: 0
evid-fonte-aula-mod-4-20,aula-mod-4-20,entrada_catalogo,inventario_v03,"arq-1848;arq-1847","Entrada catalogada: Violão - 14.1 - Tablatura (Método Tríade). Disponibilidade: disponivel",verificado_metadados,2026-09-14,Arquivos locais: 2
evid-fonte-aula-mod-4-21,aula-mod-4-21,entrada_catalogo,inventario_v03,"arq-1850;arq-1851;arq-1849;arq-1852","Entrada catalogada: Violão - 14.2 - Seu primeiro FINGERSTYLE - Águas de Març (Método Tríade). Disponibilidade: disponivel",verificado_metadados,2026-09-14,Arquivos locais: 4
evid-fonte-aula-mod-4-22,aula-mod-4-22,entrada_catalogo,inventario_v03,"arq-1854;arq-1855;arq-1853","Entrada catalogada: Violão - 14.3 - BÔNUS_ FINGERSTYLE FÁCIL!  TOCANDO EM FR (Método Tríade). Disponibilidade: disponivel",verificado_metadados,2026-09-14,Arquivos locais: 3
evid-fonte-aula-mod-4-24,aula-mod-4-24,entrada_catalogo,inventario_v03,"arq-1860;arq-1859","Entrada catalogada: Violão - 15.2 _UPGRADE 5.0_ Batida de Guarânia (Método Tríade). Disponibilidade: disponivel",verificado_metadados,2026-09-14,Arquivos locais: 2
evid-fonte-aula-mod-4-25,aula-mod-4-25,entrada_catalogo,inventario_v03,"arq-1862;arq-1861","Entrada catalogada: Violão - 15.3 _UPGRADE 5.0_ Chama o Flautista - Guarânia (Método Tríade). Disponibilidade: disponivel",verificado_metadados,2026-09-14,Arquivos locais: 2
evid-fonte-aula-kaiser-122-1-partitura-leitura-melodica,aula-kaiser-122-1-partitura-leitura-melodica,entrada_catalogo,inventario_v03,"arq-0400;arq-0394;arq-0395;arq-0396;arq-0397;arq-0398;arq-0399","Entrada catalogada: 1. Partitura_ Leitura MELÓDICA (Kaiserplay). Disponibilidade: disponivel",verificado_metadados,2026-09-14,Arquivos locais: 7
evid-fonte-aula-kaiser-123-2-partitura-leitura-ritmica,aula-kaiser-123-2-partitura-leitura-ritmica,entrada_catalogo,inventario_v03,"arq-0407;arq-0402;arq-0404;arq-0405;arq-0401;arq-0403;arq-0406","Entrada catalogada: 2. Partitura_ Leitura RÍTMICA (Kaiserplay). Disponibilidade: disponivel",verificado_metadados,2026-09-14,Arquivos locais: 7
evid-fonte-aula-kaiser-124-3-partituras-faceis-para-iniciantes,aula-kaiser-124-3-partituras-faceis-para-iniciantes,entrada_catalogo,inventario_v03,"arq-0415;arq-0408;arq-0409;arq-0410;arq-0411;arq-0412;arq-0413;arq-0414","Entrada catalogada: 3. Partituras fáceis para iniciantes (Kaiserplay). Disponibilidade: disponivel",verificado_metadados,2026-09-14,Arquivos locais: 8
evid-fonte-aula-kaiser-125-4-andante-h-pinto-partituras-de-nivel-me,aula-kaiser-125-4-andante-h-pinto-partituras-de-nivel-me,entrada_catalogo,inventario_v03,"arq-0418;arq-0416;arq-0417","Entrada catalogada: 4. ANDANTE (H. Pinto)_ Partituras de Nível Médio (Kaiserplay). Disponibilidade: disponivel",verificado_metadados,2026-09-14,Arquivos locais: 3
evid-fonte-aula-kaiser-126-5-allegretto-h-pinto-partituras-de-nivel,aula-kaiser-126-5-allegretto-h-pinto-partituras-de-nivel,entrada_catalogo,inventario_v03,"arq-0421;arq-0419;arq-0420","Entrada catalogada: 5. ALLEGRETTO (H. Pinto)_ Partituras de Nível Médio (Kaiserplay). Disponibilidade: disponivel",verificado_metadados,2026-09-14,Arquivos locais: 3
evid-fonte-aula-kaiser-127-6-andante-religioso-partitura-de-nivel-m,aula-kaiser-127-6-andante-religioso-partitura-de-nivel-m,entrada_catalogo,inventario_v03,"arq-0424;arq-0422;arq-0423","Entrada catalogada: 6. ANDANTE RELIGIOSO_ Partitura de Nível Médio (Kaiserplay). Disponibilidade: disponivel",verificado_metadados,2026-09-14,Arquivos locais: 3
evid-fonte-aula-kaiser-136-1-importante-saiba-como-assistir-as-aula,aula-kaiser-136-1-importante-saiba-como-assistir-as-aula,entrada_catalogo,inventario_v03,"arq-0459;arq-0457;arq-0458;arq-0453;arq-0452;arq-0454;arq-0455;arq-0456","Entrada catalogada: 1. IMPORTANTE ! Saiba como assistir as aulas de Repertório (Kaiserplay). Disponibilidade: disponivel",verificado_metadados,2026-09-14,Arquivos locais: 8
evid-fonte-aula-kaiser-137-10-pequena-valsa-ferdinando-carulli-viol,aula-kaiser-137-10-pequena-valsa-ferdinando-carulli-viol,entrada_catalogo,inventario_v03,"arq-0462;arq-0460;arq-0461","Entrada catalogada: 10. Pequena Valsa (Ferdinando Carulli) - Violão Clássico (Kaiserplay). Disponibilidade: disponivel",verificado_metadados,2026-09-14,Arquivos locais: 3
evid-fonte-aula-kaiser-138-11-baixo-cantante-pedro-cameron-violao-c,aula-kaiser-138-11-baixo-cantante-pedro-cameron-violao-c,entrada_catalogo,inventario_v03,"arq-0464;arq-0463","Entrada catalogada: 11. Baixo Cantante (Pedro Cameron) - Violão Clássico (Kaiserplay). Disponibilidade: disponivel",verificado_metadados,2026-09-14,Arquivos locais: 2
evid-fonte-aula-kaiser-139-12-andantino-antonio-cano-violao-classic,aula-kaiser-139-12-andantino-antonio-cano-violao-classic,entrada_catalogo,inventario_v03,"arq-0468;arq-0466;arq-0465;arq-0467","Entrada catalogada: 12. Andantino (Antonio Cano) - Violão Clássico (Kaiserplay). Disponibilidade: disponivel",verificado_metadados,2026-09-14,Arquivos locais: 4
evid-fonte-aula-kaiser-140-13-madrugada-marcos-kaiser-violao-classi,aula-kaiser-140-13-madrugada-marcos-kaiser-violao-classi,entrada_catalogo,inventario_v03,"arq-0470;arq-0469","Entrada catalogada: 13. Madrugada (Marcos Kaiser) - Violão Clássico (Kaiserplay). Disponibilidade: disponivel",verificado_metadados,2026-09-14,Arquivos locais: 2
evid-fonte-aula-kaiser-141-14-atirei-o-pau-no-gato,aula-kaiser-141-14-atirei-o-pau-no-gato,entrada_catalogo,inventario_v03,"arq-0472;arq-0471","Entrada catalogada: 14. Atirei o Pau no Gato (Kaiserplay). Disponibilidade: disponivel",verificado_metadados,2026-09-14,Arquivos locais: 2
evid-fonte-aula-kaiser-142-15-gloria-gloria-aleluia-versao-simplifi,aula-kaiser-142-15-gloria-gloria-aleluia-versao-simplifi,entrada_catalogo,inventario_v03,"arq-0474;arq-0473","Entrada catalogada: 15. Glória Glória Aleluia (versão simplificada) (Kaiserplay). Disponibilidade: disponivel",verificado_metadados,2026-09-14,Arquivos locais: 2
evid-fonte-aula-kaiser-143-16-se-essa-rua-fosse-minha-mpb,aula-kaiser-143-16-se-essa-rua-fosse-minha-mpb,entrada_catalogo,inventario_v03,"arq-0477;arq-0475;arq-0476","Entrada catalogada: 16. Se Essa Rua Fosse Minha - MPB (Kaiserplay). Disponibilidade: disponivel",verificado_metadados,2026-09-14,Arquivos locais: 3
evid-fonte-aula-kaiser-144-17-estudo-de-pestanas-marcos-kaiser,aula-kaiser-144-17-estudo-de-pestanas-marcos-kaiser,entrada_catalogo,inventario_v03,"arq-0480;arq-0478;arq-0479","Entrada catalogada: 17. Estudo de Pestanas (Marcos Kaiser) (Kaiserplay). Disponibilidade: disponivel",verificado_metadados,2026-09-14,Arquivos locais: 3
evid-fonte-aula-kaiser-145-18-estudo-em-do-tarrega-violao-classico,aula-kaiser-145-18-estudo-em-do-tarrega-violao-classico,entrada_catalogo,inventario_v03,"arq-0482;arq-0481","Entrada catalogada: 18. Estudo em Dó (Tárrega) - Violão Clássico (Kaiserplay). Disponibilidade: disponivel",verificado_metadados,2026-09-14,Arquivos locais: 2
evid-fonte-aula-kaiser-146-19-greensleeves-violao-classico,aula-kaiser-146-19-greensleeves-violao-classico,entrada_catalogo,inventario_v03,"arq-0485;arq-0483;arq-0484","Entrada catalogada: 19. Greensleeves - Violão Clássico (Kaiserplay). Disponibilidade: disponivel",verificado_metadados,2026-09-14,Arquivos locais: 3
evid-fonte-aula-kaiser-147-2-o-melhor-exercicio-do-mundo,aula-kaiser-147-2-o-melhor-exercicio-do-mundo,entrada_catalogo,inventario_v03,"arq-0490;arq-0488;arq-0489;arq-0486;arq-0487","Entrada catalogada: 2. O MELHOR EXERCÍCIO DO MUNDO (Kaiserplay). Disponibilidade: disponivel",verificado_metadados,2026-09-14,Arquivos locais: 5
evid-fonte-aula-kaiser-148-20-toureiro-marcos-kaiser-musica-espanho,aula-kaiser-148-20-toureiro-marcos-kaiser-musica-espanho,entrada_catalogo,inventario_v03,"arq-0492;arq-0491","Entrada catalogada: 20. Toureiro (Marcos Kaiser) - Música Espanhola (Kaiserplay). Disponibilidade: disponivel",verificado_metadados,2026-09-14,Arquivos locais: 2
evid-fonte-aula-kaiser-149-21-estudo-de-dedilhados-no-campo-harmoni,aula-kaiser-149-21-estudo-de-dedilhados-no-campo-harmoni,entrada_catalogo,inventario_v03,"arq-0494;arq-0493","Entrada catalogada: 21. Estudo de Dedilhados no Campo Harmônico (Kaiserplay). Disponibilidade: disponivel",verificado_metadados,2026-09-14,Arquivos locais: 2
evid-fonte-aula-kaiser-150-22-samba-lele-aprenda-seu-primeiro-samba,aula-kaiser-150-22-samba-lele-aprenda-seu-primeiro-samba,entrada_catalogo,inventario_v03,"arq-0496;arq-0495","Entrada catalogada: 22. Samba Lelê - APRENDA SEU PRIMEIRO SAMBA (Kaiserplay). Disponibilidade: disponivel",verificado_metadados,2026-09-14,Arquivos locais: 2
evid-fonte-aula-kaiser-151-23-o-menos-e-mais-choro,aula-kaiser-151-23-o-menos-e-mais-choro,entrada_catalogo,inventario_v03,"arq-0501;arq-0499;arq-0500;arq-0497;arq-0498","Entrada catalogada: 23. O Menos é Mais (Choro) (Kaiserplay). Disponibilidade: disponivel",verificado_metadados,2026-09-14,Arquivos locais: 5
evid-fonte-aula-kaiser-152-24-romance-de-amor-violao-classico,aula-kaiser-152-24-romance-de-amor-violao-classico,entrada_catalogo,inventario_v03,"arq-0508;arq-0502;arq-0503;arq-0504;arq-0505;arq-0506;arq-0507","Entrada catalogada: 24. Romance de Amor - Violão Clássico (Kaiserplay). Disponibilidade: disponivel",verificado_metadados,2026-09-14,Arquivos locais: 7
evid-fonte-aula-kaiser-153-25-lagrima-tarrega-violao-classico,aula-kaiser-153-25-lagrima-tarrega-violao-classico,entrada_catalogo,inventario_v03,"arq-0511;arq-0509;arq-0510","Entrada catalogada: 25. Lágrima (Tárrega) - Violão Clássico (Kaiserplay). Disponibilidade: disponivel",verificado_metadados,2026-09-14,Arquivos locais: 3
evid-fonte-aula-kaiser-154-26-tema-do-harry-potter-violao-classico,aula-kaiser-154-26-tema-do-harry-potter-violao-classico,entrada_catalogo,inventario_v03,"arq-0517;arq-0515;arq-0514;arq-0516;arq-0512;arq-0513","Entrada catalogada: 26. Tema do Harry Potter - Violão Clássico (Kaiserplay). Disponibilidade: disponivel",verificado_metadados,2026-09-14,Arquivos locais: 6
evid-fonte-aula-kaiser-155-27-fur-elise-beethoven-violao-classico,aula-kaiser-155-27-fur-elise-beethoven-violao-classico,entrada_catalogo,inventario_v03,"arq-0520;arq-0518;arq-0519","Entrada catalogada: 27. Für Elise (Beethoven) - Violão Clássico (Kaiserplay). Disponibilidade: disponivel",verificado_metadados,2026-09-14,Arquivos locais: 3
evid-fonte-aula-kaiser-156-28-saudades-de-marcia-baden-powell,aula-kaiser-156-28-saudades-de-marcia-baden-powell,entrada_catalogo,inventario_v03,"arq-0523;arq-0521;arq-0522","Entrada catalogada: 28. Saudades de Márcia (Baden Powell) (Kaiserplay). Disponibilidade: disponivel",verificado_metadados,2026-09-14,Arquivos locais: 3
evid-fonte-aula-kaiser-157-29-eu-nao-existo-sem-voce-tom-jobim-mpb,aula-kaiser-157-29-eu-nao-existo-sem-voce-tom-jobim-mpb,entrada_catalogo,inventario_v03,"arq-0528;arq-0526;arq-0527;arq-0524;arq-0525","Entrada catalogada: 29. Eu Não Existo Sem Você (Tom Jobim) - MPB (Kaiserplay). Disponibilidade: disponivel",verificado_metadados,2026-09-14,Arquivos locais: 5
evid-fonte-aula-kaiser-158-3-como-avancar-nas-aulas-de-repertorio,aula-kaiser-158-3-como-avancar-nas-aulas-de-repertorio,entrada_catalogo,inventario_v03,"arq-0530;arq-0529","Entrada catalogada: 3. Como avançar nas aulas de REPERTÓRIO (Kaiserplay). Disponibilidade: disponivel",verificado_metadados,2026-09-14,Arquivos locais: 2
evid-fonte-aula-kaiser-159-30-estudo-n-5-em-si-menor-fernando-sor-v,aula-kaiser-159-30-estudo-n-5-em-si-menor-fernando-sor-v,entrada_catalogo,inventario_v03,"arq-0533;arq-0531;arq-0532","Entrada catalogada: 30. Estudo n.5 em Si menor (Fernando Sor) - Violão Clássico (Kaiserplay). Disponibilidade: disponivel",verificado_metadados,2026-09-14,Arquivos locais: 3
evid-fonte-aula-kaiser-160-31-adelita-tarrega-violao-classico,aula-kaiser-160-31-adelita-tarrega-violao-classico,entrada_catalogo,inventario_v03,"arq-0536;arq-0535;arq-0534","Entrada catalogada: 31. Adelita (Tárrega) - Violão Clássico (Kaiserplay). Disponibilidade: disponivel",verificado_metadados,2026-09-14,Arquivos locais: 3
evid-fonte-aula-kaiser-161-4-antes-de-tudo-faca-as-posturas-correta,aula-kaiser-161-4-antes-de-tudo-faca-as-posturas-correta,entrada_catalogo,inventario_v03,"arq-0541;arq-0539;arq-0540;arq-0537;arq-0538","Entrada catalogada: 4. ANTES DE TUDO_ Faça as Posturas Corretas (Kaiserplay). Disponibilidade: disponivel",verificado_metadados,2026-09-14,Arquivos locais: 5
evid-fonte-aula-kaiser-162-5-qual-dedo-usar-regras-de-digitacao,aula-kaiser-162-5-qual-dedo-usar-regras-de-digitacao,entrada_catalogo,inventario_v03,"arq-0543;arq-0542","Entrada catalogada: 5. QUAL DEDO USAR_ Regras de Digitação (Kaiserplay). Disponibilidade: disponivel",verificado_metadados,2026-09-14,Arquivos locais: 2
evid-fonte-aula-kaiser-163-6-um-erro-muito-comum-da-mao-direita,aula-kaiser-163-6-um-erro-muito-comum-da-mao-direita,entrada_catalogo,inventario_v03,"arq-0545;arq-0544","Entrada catalogada: 6. UM ERRO muito comum DA MÃO DIREITA (Kaiserplay). Disponibilidade: disponivel",verificado_metadados,2026-09-14,Arquivos locais: 2
evid-fonte-aula-kaiser-164-7-cai-cai-balao,aula-kaiser-164-7-cai-cai-balao,entrada_catalogo,inventario_v03,"arq-0548;arq-0546;arq-0547","Entrada catalogada: 7. Cai Cai Balão (Kaiserplay). Disponibilidade: disponivel",verificado_metadados,2026-09-14,Arquivos locais: 3
evid-fonte-aula-kaiser-165-8-9-sinfonia-ode-a-alegria-beethoven-vio,aula-kaiser-165-8-9-sinfonia-ode-a-alegria-beethoven-vio,entrada_catalogo,inventario_v03,"arq-0552;arq-0550;arq-0549;arq-0551","Entrada catalogada: 8. 9ª Sinfonia, Ode à Alegria (Beethoven) - Violão Clássico (Kaiserplay). Disponibilidade: disponivel",verificado_metadados,2026-09-14,Arquivos locais: 4
evid-fonte-aula-kaiser-166-9-valsa-em-do-maior-pequeno-estudo-marco,aula-kaiser-166-9-valsa-em-do-maior-pequeno-estudo-marco,entrada_catalogo,inventario_v03,"arq-0555;arq-0553;arq-0554","Entrada catalogada: 9. Valsa em Dó Maior (Pequeno Estudo) - Marcos Kaiser (Kaiserplay). Disponibilidade: disponivel",verificado_metadados,2026-09-14,Arquivos locais: 3
evid-fonte-aula-mod-3-23,aula-mod-3-23,entrada_catalogo,inventario_v03,"arq-1762;arq-1763;arq-1764;arq-1761;arq-1765","Entrada catalogada: 24 - UPGRADE 7.0 Violão - 11.6 - Ajuda EXTRA na POP TCHAC (Método Tríade). Disponibilidade: disponivel",verificado_metadados,2026-09-14,Arquivos locais: 5
evid-fonte-aula-mod-3-24,aula-mod-3-24,entrada_catalogo,inventario_v03,"arq-1767;arq-1768;arq-1769;arq-1766;arq-1770;arq-1771","Entrada catalogada: 25 - UPGRADE 7.0 Violão - 11.7 - NUNCA faça isso (Método Tríade). Disponibilidade: disponivel",verificado_metadados,2026-09-14,Arquivos locais: 6
evid-fonte-aula-mod-3-25,aula-mod-3-25,entrada_catalogo,inventario_v03,"arq-1773;arq-1772","Entrada catalogada: 26 - H P - 12 - Formação de Acordes - Pág 31 (UPGRADE 2023) (Método Tríade). Disponibilidade: disponivel",verificado_metadados,2026-09-14,Arquivos locais: 2
evid-fonte-aula-mod-3-26,aula-mod-3-26,entrada_catalogo,inventario_v03,"arq-1775;arq-1776;arq-1777;arq-1774;arq-1778","Entrada catalogada: 27 - Violão - 12.1 - Seus PRIMEIROS Dedilhados I (batida) (Método Tríade). Disponibilidade: disponivel",verificado_metadados,2026-09-14,Arquivos locais: 5
evid-fonte-aula-mod-3-27,aula-mod-3-27,entrada_catalogo,inventario_v03,"arq-1780;arq-1779","Entrada catalogada: 28 - Violão - 12.2 - Seus PRIMEIROS Dedilhados II (batida) (Método Tríade). Disponibilidade: disponivel",verificado_metadados,2026-09-14,Arquivos locais: 2
evid-fonte-aula-mod-3-28,aula-mod-3-28,entrada_catalogo,inventario_v03,"arq-1782;arq-1783;arq-1781","Entrada catalogada: 29 - Violão - 12.3 - Dedilhado Direto (batida) (Método Tríade). Disponibilidade: disponivel",verificado_metadados,2026-09-14,Arquivos locais: 3
