entradaOrigemId,arquivoId,aulaPropostaId,habilidadeId,tipoRelacao,decisaoProvisoria,justificativa,nivelInspecao,evidenciaId,pendenciaId
aula-mod-1-29,arq-1498,AULA_A_CURAR_EXPANSAO,hab-pendente-inspecao,fonte_candidata,integrar_aula,"Recurso mapeado no acervo para curadoria nos lotes subsequentes à calibração",legenda_indexada,evid-aula-mod-1-29,"nenhuma"
aula-mod-1-30,arq-1502,AULA_A_CURAR_EXPANSAO,hab-pendente-inspecao,fonte_candidata,integrar_aula,"Recurso mapeado no acervo para curadoria nos lotes subsequentes à calibração",legenda_indexada,evid-aula-mod-1-30,"nenhuma"
aula-mod-1-31,arq-1504,AULA_A_CURAR_EXPANSAO,hab-pendente-inspecao,fonte_candidata,manter_aula_individual,"Recurso mapeado no acervo para curadoria nos lotes subsequentes à calibração",legenda_indexada,evid-aula-mod-1-31,"nenhuma"
aula-mod-2-13,arq-1607,AULA_A_CURAR_EXPANSAO,hab-pendente-inspecao,fonte_candidata,manter_aula_individual,"Recurso mapeado no acervo para curadoria nos lotes subsequentes à calibração",legenda_indexada,evid-aula-mod-2-13,"nenhuma"
aula-mod-2-14,arq-1609,AULA_A_CURAR_EXPANSAO,hab-pendente-inspecao,fonte_candidata,manter_aula_individual,"Recurso mapeado no acervo para curadoria nos lotes subsequentes à calibração",legenda_indexada,evid-aula-mod-2-14,"nenhuma"
aula-mod-2-15,arq-1616,AULA_A_CURAR_EXPANSAO,hab-pendente-inspecao,fonte_candidata,manter_aula_individual,"Recurso mapeado no acervo para curadoria nos lotes subsequentes à calibração",legenda_indexada,evid-aula-mod-2-15,"nenhuma"
aula-mod-2-16,arq-1618,AULA_A_CURAR_EXPANSAO,hab-pendente-inspecao,fonte_candidata,manter_aula_individual,"Recurso mapeado no acervo para curadoria nos lotes subsequentes à calibração",legenda_indexada,evid-aula-mod-2-16,"nenhuma"
aula-mod-2-17,arq-1623,AULA_A_CURAR_EXPANSAO,hab-pendente-inspecao,fonte_candidata,integrar_aula,"Recurso mapeado no acervo para curadoria nos lotes subsequentes à calibração",legenda_indexada,evid-aula-mod-2-17,"nenhuma"
aula-mod-2-19,arq-1629,AULA_A_CURAR_EXPANSAO,hab-pendente-inspecao,fonte_candidata,manter_aula_individual,"Recurso mapeado no acervo para curadoria nos lotes subsequentes à calibração",legenda_indexada,evid-aula-mod-2-19,"nenhuma"
aula-mod-2-20,arq-1633,AULA_A_CURAR_EXPANSAO,hab-pendente-inspecao,fonte_candidata,manter_aula_individual,"Recurso mapeado no acervo para curadoria nos lotes subsequentes à calibração",legenda_indexada,evid-aula-mod-2-20,"nenhuma"
aula-mod-2-21,arq-1638,AULA_A_CURAR_EXPANSAO,hab-pendente-inspecao,fonte_candidata,manter_aula_individual,"Recurso mapeado no acervo para curadoria nos lotes subsequentes à calibração",metadados_catalogo,evid-aula-mod-2-21,"nenhuma"
aula-mod-2-22,arq-1640,AULA_A_CURAR_EXPANSAO,hab-pendente-inspecao,fonte_candidata,integrar_aula,"Recurso mapeado no acervo para curadoria nos lotes subsequentes à calibração",legenda_indexada,evid-aula-mod-2-22,"nenhuma"
aula-mod-2-23,arq-1643,AULA_A_CURAR_EXPANSAO,hab-pendente-inspecao,fonte_candidata,manter_aula_individual,"Recurso mapeado no acervo para curadoria nos lotes subsequentes à calibração",legenda_indexada,evid-aula-mod-2-23,"nenhuma"
aula-mod-2-24,arq-1648,AULA_A_CURAR_EXPANSAO,hab-pendente-inspecao,fonte_candidata,manter_aula_individual,"Recurso mapeado no acervo para curadoria nos lotes subsequentes à calibração",legenda_indexada,evid-aula-mod-2-24,"nenhuma"
aula-mod-2-25,arq-1650,AULA_A_CURAR_EXPANSAO,hab-pendente-inspecao,fonte_candidata,integrar_aula,"Recurso mapeado no acervo para curadoria nos lotes subsequentes à calibração",legenda_indexada,evid-aula-mod-2-25,"nenhuma"
aula-mod-3-10,arq-1718,AULA_A_CURAR_EXPANSAO,hab-pendente-inspecao,fonte_candidata,manter_aula_individual,"Recurso mapeado no acervo para curadoria nos lotes subsequentes à calibração",legenda_indexada,evid-aula-mod-3-10,"nenhuma"
aula-mod-3-11,arq-1724,AULA_A_CURAR_EXPANSAO,hab-pendente-inspecao,fonte_candidata,manter_aula_individual,"Recurso mapeado no acervo para curadoria nos lotes subsequentes à calibração",metadados_catalogo,evid-aula-mod-3-11,"nenhuma"
aula-mod-3-12,arq-1727,AULA_A_CURAR_EXPANSAO,hab-pendente-inspecao,fonte_candidata,manter_aula_individual,"Recurso mapeado no acervo para curadoria nos lotes subsequentes à calibração",metadados_catalogo,evid-aula-mod-3-12,"nenhuma"
aula-mod-3-13,arq-1730,AULA_A_CURAR_EXPANSAO,hab-pendente-inspecao,fonte_candidata,manter_aula_individual,"Recurso mapeado no acervo para curadoria nos lotes subsequentes à calibração",legenda_indexada,evid-aula-mod-3-13,"nenhuma"
aula-mod-3-14,arq-1732,AULA_A_CURAR_EXPANSAO,hab-pendente-inspecao,fonte_candidata,manter_aula_individual,"Recurso mapeado no acervo para curadoria nos lotes subsequentes à calibração",legenda_indexada,evid-aula-mod-3-14,"nenhuma"
aula-mod-3-15,arq-1734,AULA_A_CURAR_EXPANSAO,hab-pendente-inspecao,fonte_candidata,manter_aula_individual,"Recurso mapeado no acervo para curadoria nos lotes subsequentes à calibração",legenda_indexada,evid-aula-mod-3-15,"nenhuma"
aula-mod-3-16,arq-1736,AULA_A_CURAR_EXPANSAO,hab-pendente-inspecao,fonte_candidata,manter_aula_individual,"Recurso mapeado no acervo para curadoria nos lotes subsequentes à calibração",legenda_indexada,evid-aula-mod-3-16,"nenhuma"
aula-mod-3-17,arq-1737,AULA_A_CURAR_EXPANSAO,hab-pendente-inspecao,fonte_candidata,manter_aula_individual,"Recurso mapeado no acervo para curadoria nos lotes subsequentes à calibração",metadados_catalogo,evid-aula-mod-3-17,"nenhuma"
aula-mod-3-18,arq-1739,AULA_A_CURAR_EXPANSAO,hab-pendente-inspecao,fonte_candidata,manter_aula_individual,"Recurso mapeado no acervo para curadoria nos lotes subsequentes à calibração",legenda_indexada,evid-aula-mod-3-18,"nenhuma"
aula-mod-3-19,arq-1744,AULA_A_CURAR_EXPANSAO,hab-pendente-inspecao,fonte_candidata,manter_aula_individual,"Recurso mapeado no acervo para curadoria nos lotes subsequentes à calibração",legenda_indexada,evid-aula-mod-3-19,"nenhuma"
aula-mod-3-20,arq-1750,AULA_A_CURAR_EXPANSAO,hab-pendente-inspecao,fonte_candidata,manter_aula_individual,"Recurso mapeado no acervo para curadoria nos lotes subsequentes à calibração",metadados_catalogo,evid-aula-mod-3-20,"nenhuma"
aula-mod-3-21,arq-1752,AULA_A_CURAR_EXPANSAO,hab-pendente-inspecao,fonte_candidata,manter_aula_individual,"Recurso mapeado no acervo para curadoria nos lotes subsequentes à calibração",legenda_indexada,evid-aula-mod-3-21,"nenhuma"
aula-mod-3-22,arq-1760,AULA_A_CURAR_EXPANSAO,hab-pendente-inspecao,fonte_candidata,manter_aula_individual,"Recurso mapeado no acervo para curadoria nos lotes subsequentes à calibração",legenda_indexada,evid-aula-mod-3-22,"nenhuma"
aula-mod-4-13,,DESCARTE_ADMINISTRATIVO,NENHUMA,fora_do_curriculo,avaliar_descarte_administrativo,"Item administrativo ou quiz nativo sem conteúdo instrumental",nao_inspecionado,evid-aula-mod-4-13,"sem_arquivos_locais; quiz_plataforma; sem_link_remoto"
aula-mod-4-15,,DESCARTE_ADMINISTRATIVO,NENHUMA,fora_do_curriculo,avaliar_descarte_administrativo,"Item administrativo ou quiz nativo sem conteúdo instrumental",nao_inspecionado,evid-aula-mod-4-15,"sem_arquivos_locais; item_administrativo; sem_link_remoto"
aula-mod-4-1,,AGUARDANDO_MATERIAL,NENHUMA,fonte_pendente,aguardar_material,"Entrada sem arquivos no backup local",nao_inspecionado,evid-aula-mod-4-1,"sem_arquivos_locais"
aula-mod-4-16,,AGUARDANDO_MATERIAL,NENHUMA,fonte_pendente,aguardar_material,"Entrada sem arquivos no backup local",nao_inspecionado,evid-aula-mod-4-16,"sem_arquivos_locais; sem_link_remoto"
aula-mod-4-17,,AGUARDANDO_MATERIAL,NENHUMA,fonte_pendente,aguardar_material,"Entrada sem arquivos no backup local",nao_inspecionado,evid-aula-mod-4-17,"sem_arquivos_locais; sem_link_remoto"
aula-mod-4-18,,AGUARDANDO_MATERIAL,NENHUMA,fonte_pendente,aguardar_material,"Entrada sem arquivos no backup local",nao_inspecionado,evid-aula-mod-4-18,"sem_arquivos_locais; sem_link_remoto"
aula-mod-4-19,,AGUARDANDO_MATERIAL,NENHUMA,fonte_pendente,aguardar_material,"Entrada sem arquivos no backup local",nao_inspecionado,evid-aula-mod-4-19,"sem_arquivos_locais; sem_link_remoto"
aula-mod-4-2,,AGUARDANDO_MATERIAL,NENHUMA,fonte_pendente,aguardar_material,"Entrada sem arquivos no backup local",nao_inspecionado,evid-aula-mod-4-2,"sem_arquivos_locais"
aula-mod-4-3,,AGUARDANDO_MATERIAL,NENHUMA,fonte_pendente,aguardar_material,"Entrada sem arquivos no backup local",nao_inspecionado,evid-aula-mod-4-3,"sem_arquivos_locais"
aula-mod-4-20,arq-1848,AULA_A_CURAR_EXPANSAO,hab-pendente-inspecao,fonte_candidata,manter_aula_individual,"Recurso mapeado no acervo para curadoria nos lotes subsequentes à calibração",legenda_indexada,evid-aula-mod-4-20,"nenhuma"
aula-mod-4-21,arq-1850,AULA_A_CURAR_EXPANSAO,hab-pendente-inspecao,fonte_candidata,manter_aula_individual,"Recurso mapeado no acervo para curadoria nos lotes subsequentes à calibração",legenda_indexada,evid-aula-mod-4-21,"nenhuma"
aula-mod-4-22,arq-1854,AULA_A_CURAR_EXPANSAO,hab-pendente-inspecao,fonte_candidata,integrar_aula,"Recurso mapeado no acervo para curadoria nos lotes subsequentes à calibração",legenda_indexada,evid-aula-mod-4-22,"nenhuma"
aula-mod-4-24,arq-1860,AULA_A_CURAR_EXPANSAO,hab-pendente-inspecao,fonte_candidata,integrar_aula,"Recurso mapeado no acervo para curadoria nos lotes subsequentes à calibração",legenda_indexada,evid-aula-mod-4-24,"nenhuma"
aula-mod-4-25,arq-1862,AULA_A_CURAR_EXPANSAO,hab-pendente-inspecao,fonte_candidata,integrar_aula,"Recurso mapeado no acervo para curadoria nos lotes subsequentes à calibração",legenda_indexada,evid-aula-mod-4-25,"nenhuma"
aula-kaiser-122-1-partitura-leitura-melodica,arq-0400,AULA_A_CURAR_EXPANSAO,hab-pendente-inspecao,fonte_candidata,manter_aula_individual,"Recurso mapeado no acervo para curadoria nos lotes subsequentes à calibração",metadados_catalogo,evid-aula-kaiser-122-1-partitura-leitura-melodica,"nenhuma"
aula-kaiser-123-2-partitura-leitura-ritmica,arq-0407,AULA_A_CURAR_EXPANSAO,hab-pendente-inspecao,fonte_candidata,manter_aula_individual,"Recurso mapeado no acervo para curadoria nos lotes subsequentes à calibração",metadados_catalogo,evid-aula-kaiser-123-2-partitura-leitura-ritmica,"nenhuma"
aula-kaiser-124-3-partituras-faceis-para-iniciantes,arq-0415,aula-prop-010,hab-lei-002,conteudo_principal,manter_aula_individual,"Aula de calibração de leitura utilizando as 7 partituras PDF validadas.",metadados_catalogo,evid-aula-kaiser-124-3-partituras-faceis-para-iniciantes,"nenhuma"
aula-kaiser-125-4-andante-h-pinto-partituras-de-nivel-me,arq-0418,AULA_A_CURAR_EXPANSAO,hab-pendente-inspecao,fonte_candidata,manter_aula_individual,"Recurso mapeado no acervo para curadoria nos lotes subsequentes à calibração",metadados_catalogo,evid-aula-kaiser-125-4-andante-h-pinto-partituras-de-nivel-me,"nenhuma"
aula-kaiser-126-5-allegretto-h-pinto-partituras-de-nivel,arq-0421,AULA_A_CURAR_EXPANSAO,hab-pendente-inspecao,fonte_candidata,manter_aula_individual,"Recurso mapeado no acervo para curadoria nos lotes subsequentes à calibração",metadados_catalogo,evid-aula-kaiser-126-5-allegretto-h-pinto-partituras-de-nivel,"nenhuma"
aula-kaiser-127-6-andante-religioso-partitura-de-nivel-m,arq-0424,AULA_A_CURAR_EXPANSAO,hab-pendente-inspecao,fonte_candidata,manter_aula_individual,"Recurso mapeado no acervo para curadoria nos lotes subsequentes à calibração",metadados_catalogo,evid-aula-kaiser-127-6-andante-religioso-partitura-de-nivel-m,"nenhuma"
aula-kaiser-136-1-importante-saiba-como-assistir-as-aula,arq-0459,AULA_A_CURAR_EXPANSAO,hab-pendente-inspecao,fonte_candidata,manter_aula_individual,"Recurso mapeado no acervo para curadoria nos lotes subsequentes à calibração",legenda_indexada,evid-aula-kaiser-136-1-importante-saiba-como-assistir-as-aula,"nenhuma"
aula-kaiser-137-10-pequena-valsa-ferdinando-carulli-viol,arq-0462,aula-prop-013,hab-sol-001,conteudo_principal,manter_aula_individual,"Aula de calibração de violão solo a duas vozes em nível básico/intermediário.",metadados_catalogo,evid-aula-kaiser-137-10-pequena-valsa-ferdinando-carulli-viol,"nenhuma"
aula-kaiser-138-11-baixo-cantante-pedro-cameron-violao-c,arq-0464,AULA_A_CURAR_EXPANSAO,hab-pendente-inspecao,fonte_candidata,manter_aula_individual,"Recurso mapeado no acervo para curadoria nos lotes subsequentes à calibração",metadados_catalogo,evid-aula-kaiser-138-11-baixo-cantante-pedro-cameron-violao-c,"nenhuma"
aula-kaiser-139-12-andantino-antonio-cano-violao-classic,arq-0468,AULA_A_CURAR_EXPANSAO,hab-pendente-inspecao,fonte_candidata,manter_aula_individual,"Recurso mapeado no acervo para curadoria nos lotes subsequentes à calibração",legenda_indexada,evid-aula-kaiser-139-12-andantino-antonio-cano-violao-classic,"nenhuma"
aula-kaiser-140-13-madrugada-marcos-kaiser-violao-classi,arq-0470,AULA_A_CURAR_EXPANSAO,hab-pendente-inspecao,fonte_candidata,manter_aula_individual,"Recurso mapeado no acervo para curadoria nos lotes subsequentes à calibração",metadados_catalogo,evid-aula-kaiser-140-13-madrugada-marcos-kaiser-violao-classi,"nenhuma"
aula-kaiser-141-14-atirei-o-pau-no-gato,arq-0472,AULA_A_CURAR_EXPANSAO,hab-pendente-inspecao,fonte_candidata,manter_aula_individual,"Recurso mapeado no acervo para curadoria nos lotes subsequentes à calibração",metadados_catalogo,evid-aula-kaiser-141-14-atirei-o-pau-no-gato,"nenhuma"
aula-kaiser-142-15-gloria-gloria-aleluia-versao-simplifi,arq-0474,AULA_A_CURAR_EXPANSAO,hab-pendente-inspecao,fonte_candidata,manter_aula_individual,"Recurso mapeado no acervo para curadoria nos lotes subsequentes à calibração",metadados_catalogo,evid-aula-kaiser-142-15-gloria-gloria-aleluia-versao-simplifi,"nenhuma"
aula-kaiser-143-16-se-essa-rua-fosse-minha-mpb,arq-0477,AULA_A_CURAR_EXPANSAO,hab-pendente-inspecao,fonte_candidata,manter_aula_individual,"Recurso mapeado no acervo para curadoria nos lotes subsequentes à calibração",legenda_indexada,evid-aula-kaiser-143-16-se-essa-rua-fosse-minha-mpb,"nenhuma"
aula-kaiser-144-17-estudo-de-pestanas-marcos-kaiser,arq-0480,AULA_A_CURAR_EXPANSAO,hab-pendente-inspecao,fonte_candidata,manter_aula_individual,"Recurso mapeado no acervo para curadoria nos lotes subsequentes à calibração",legenda_indexada,evid-aula-kaiser-144-17-estudo-de-pestanas-marcos-kaiser,"nenhuma"
aula-kaiser-145-18-estudo-em-do-tarrega-violao-classico,arq-0482,AULA_A_CURAR_EXPANSAO,hab-pendente-inspecao,fonte_candidata,manter_aula_individual,"Recurso mapeado no acervo para curadoria nos lotes subsequentes à calibração",metadados_catalogo,evid-aula-kaiser-145-18-estudo-em-do-tarrega-violao-classico,"nenhuma"
aula-kaiser-146-19-greensleeves-violao-classico,arq-0485,AULA_A_CURAR_EXPANSAO,hab-pendente-inspecao,fonte_candidata,manter_aula_individual,"Recurso mapeado no acervo para curadoria nos lotes subsequentes à calibração",legenda_indexada,evid-aula-kaiser-146-19-greensleeves-violao-classico,"nenhuma"
aula-kaiser-147-2-o-melhor-exercicio-do-mundo,arq-0490,AULA_A_CURAR_EXPANSAO,hab-pendente-inspecao,fonte_candidata,manter_aula_individual,"Recurso mapeado no acervo para curadoria nos lotes subsequentes à calibração",legenda_indexada,evid-aula-kaiser-147-2-o-melhor-exercicio-do-mundo,"nenhuma"
aula-kaiser-148-20-toureiro-marcos-kaiser-musica-espanho,arq-0492,AULA_A_CURAR_EXPANSAO,hab-pendente-inspecao,fonte_candidata,manter_aula_individual,"Recurso mapeado no acervo para curadoria nos lotes subsequentes à calibração",metadados_catalogo,evid-aula-kaiser-148-20-toureiro-marcos-kaiser-musica-espanho,"nenhuma"
aula-kaiser-149-21-estudo-de-dedilhados-no-campo-harmoni,arq-0494,AULA_A_CURAR_EXPANSAO,hab-pendente-inspecao,fonte_candidata,manter_aula_individual,"Recurso mapeado no acervo para curadoria nos lotes subsequentes à calibração",metadados_catalogo,evid-aula-kaiser-149-21-estudo-de-dedilhados-no-campo-harmoni,"nenhuma"
aula-kaiser-150-22-samba-lele-aprenda-seu-primeiro-samba,arq-0496,AULA_A_CURAR_EXPANSAO,hab-pendente-inspecao,fonte_candidata,manter_aula_individual,"Recurso mapeado no acervo para curadoria nos lotes subsequentes à calibração",metadados_catalogo,evid-aula-kaiser-150-22-samba-lele-aprenda-seu-primeiro-samba,"nenhuma"
aula-kaiser-151-23-o-menos-e-mais-choro,arq-0501,AULA_A_CURAR_EXPANSAO,hab-pendente-inspecao,fonte_candidata,manter_aula_individual,"Recurso mapeado no acervo para curadoria nos lotes subsequentes à calibração",legenda_indexada,evid-aula-kaiser-151-23-o-menos-e-mais-choro,"nenhuma"
aula-kaiser-152-24-romance-de-amor-violao-classico,arq-0508,AULA_A_CURAR_EXPANSAO,hab-pendente-inspecao,fonte_candidata,manter_aula_individual,"Recurso mapeado no acervo para curadoria nos lotes subsequentes à calibração",legenda_indexada,evid-aula-kaiser-152-24-romance-de-amor-violao-classico,"contem_arquivos_part"
aula-kaiser-153-25-lagrima-tarrega-violao-classico,arq-0511,AULA_A_CURAR_EXPANSAO,hab-pendente-inspecao,fonte_candidata,manter_aula_individual,"Recurso mapeado no acervo para curadoria nos lotes subsequentes à calibração",legenda_indexada,evid-aula-kaiser-153-25-lagrima-tarrega-violao-classico,"nenhuma"
aula-kaiser-154-26-tema-do-harry-potter-violao-classico,arq-0517,AULA_A_CURAR_EXPANSAO,hab-pendente-inspecao,fonte_candidata,manter_aula_individual,"Recurso mapeado no acervo para curadoria nos lotes subsequentes à calibração",legenda_indexada,evid-aula-kaiser-154-26-tema-do-harry-potter-violao-classico,"nenhuma"
aula-kaiser-155-27-fur-elise-beethoven-violao-classico,arq-0520,AULA_A_CURAR_EXPANSAO,hab-pendente-inspecao,fonte_candidata,manter_aula_individual,"Recurso mapeado no acervo para curadoria nos lotes subsequentes à calibração",legenda_indexada,evid-aula-kaiser-155-27-fur-elise-beethoven-violao-classico,"nenhuma"
aula-kaiser-156-28-saudades-de-marcia-baden-powell,arq-0523,AULA_A_CURAR_EXPANSAO,hab-pendente-inspecao,fonte_candidata,manter_aula_individual,"Recurso mapeado no acervo para curadoria nos lotes subsequentes à calibração",metadados_catalogo,evid-aula-kaiser-156-28-saudades-de-marcia-baden-powell,"nenhuma"
aula-kaiser-157-29-eu-nao-existo-sem-voce-tom-jobim-mpb,arq-0528,AULA_A_CURAR_EXPANSAO,hab-pendente-inspecao,fonte_candidata,manter_aula_individual,"Recurso mapeado no acervo para curadoria nos lotes subsequentes à calibração",legenda_indexada,evid-aula-kaiser-157-29-eu-nao-existo-sem-voce-tom-jobim-mpb,"nenhuma"
aula-kaiser-158-3-como-avancar-nas-aulas-de-repertorio,arq-0530,AULA_A_CURAR_EXPANSAO,hab-pendente-inspecao,fonte_candidata,manter_aula_individual,"Recurso mapeado no acervo para curadoria nos lotes subsequentes à calibração",metadados_catalogo,evid-aula-kaiser-158-3-como-avancar-nas-aulas-de-repertorio,"nenhuma"
aula-kaiser-159-30-estudo-n-5-em-si-menor-fernando-sor-v,arq-0533,AULA_A_CURAR_EXPANSAO,hab-pendente-inspecao,fonte_candidata,manter_aula_individual,"Recurso mapeado no acervo para curadoria nos lotes subsequentes à calibração",legenda_indexada,evid-aula-kaiser-159-30-estudo-n-5-em-si-menor-fernando-sor-v,"nenhuma"
aula-kaiser-160-31-adelita-tarrega-violao-classico,arq-0536,AULA_A_CURAR_EXPANSAO,hab-pendente-inspecao,fonte_candidata,manter_aula_individual,"Recurso mapeado no acervo para curadoria nos lotes subsequentes à calibração",legenda_indexada,evid-aula-kaiser-160-31-adelita-tarrega-violao-classico,"nenhuma"
aula-kaiser-161-4-antes-de-tudo-faca-as-posturas-correta,arq-0541,AULA_A_CURAR_EXPANSAO,hab-pendente-inspecao,fonte_candidata,manter_aula_individual,"Recurso mapeado no acervo para curadoria nos lotes subsequentes à calibração",legenda_indexada,evid-aula-kaiser-161-4-antes-de-tudo-faca-as-posturas-correta,"nenhuma"
aula-kaiser-162-5-qual-dedo-usar-regras-de-digitacao,arq-0543,AULA_A_CURAR_EXPANSAO,hab-pendente-inspecao,fonte_candidata,manter_aula_individual,"Recurso mapeado no acervo para curadoria nos lotes subsequentes à calibração",metadados_catalogo,evid-aula-kaiser-162-5-qual-dedo-usar-regras-de-digitacao,"nenhuma"
aula-kaiser-163-6-um-erro-muito-comum-da-mao-direita,arq-0545,AULA_A_CURAR_EXPANSAO,hab-pendente-inspecao,fonte_candidata,manter_aula_individual,"Recurso mapeado no acervo para curadoria nos lotes subsequentes à calibração",metadados_catalogo,evid-aula-kaiser-163-6-um-erro-muito-comum-da-mao-direita,"nenhuma"
aula-kaiser-164-7-cai-cai-balao,arq-0548,AULA_A_CURAR_EXPANSAO,hab-pendente-inspecao,fonte_candidata,manter_aula_individual,"Recurso mapeado no acervo para curadoria nos lotes subsequentes à calibração",metadados_catalogo,evid-aula-kaiser-164-7-cai-cai-balao,"nenhuma"
aula-kaiser-165-8-9-sinfonia-ode-a-alegria-beethoven-vio,arq-0552,AULA_A_CURAR_EXPANSAO,hab-pendente-inspecao,fonte_candidata,manter_aula_individual,"Recurso mapeado no acervo para curadoria nos lotes subsequentes à calibração",legenda_indexada,evid-aula-kaiser-165-8-9-sinfonia-ode-a-alegria-beethoven-vio,"nenhuma"
aula-kaiser-166-9-valsa-em-do-maior-pequeno-estudo-marco,arq-0555,AULA_A_CURAR_EXPANSAO,hab-pendente-inspecao,fonte_candidata,manter_aula_individual,"Recurso mapeado no acervo para curadoria nos lotes subsequentes à calibração",metadados_catalogo,evid-aula-kaiser-166-9-valsa-em-do-maior-pequeno-estudo-marco,"nenhuma"
aula-mod-3-23,arq-1762,aula-prop-011,hab-tec-005,conteudo_principal,manter_aula_individual,"Fundamento essencial de transição para o nível intermediário.",legenda_indexada,evid-aula-mod-3-23,"nenhuma"
aula-mod-3-24,arq-1767,AULA_A_CURAR_EXPANSAO,hab-pendente-inspecao,fonte_candidata,integrar_aula,"Recurso mapeado no acervo para curadoria nos lotes subsequentes à calibração",legenda_indexada,evid-aula-mod-3-24,"nenhuma"
aula-mod-3-25,arq-1773,AULA_A_CURAR_EXPANSAO,hab-pendente-inspecao,fonte_candidata,integrar_aula,"Recurso mapeado no acervo para curadoria nos lotes subsequentes à calibração",legenda_indexada,evid-aula-mod-3-25,"nenhuma"
aula-mod-3-26,arq-1775,AULA_A_CURAR_EXPANSAO,hab-pendente-inspecao,fonte_candidata,manter_aula_individual,"Recurso mapeado no acervo para curadoria nos lotes subsequentes à calibração",legenda_indexada,evid-aula-mod-3-26,"nenhuma"
aula-mod-3-27,arq-1780,AULA_A_CURAR_EXPANSAO,hab-pendente-inspecao,fonte_candidata,manter_aula_individual,"Recurso mapeado no acervo para curadoria nos lotes subsequentes à calibração",legenda_indexada,evid-aula-mod-3-27,"nenhuma"
aula-mod-3-28,arq-1782,AULA_A_CURAR_EXPANSAO,hab-pendente-inspecao,fonte_candidata,manter_aula_individual,"Recurso mapeado no acervo para curadoria nos lotes subsequentes à calibração",legenda_indexada,evid-aula-mod-3-28,"nenhuma"
aula-mod-3-29,arq-1785,AULA_A_CURAR_EXPANSAO,hab-pendente-inspecao,fonte_candidata,integrar_aula,"Recurso mapeado no acervo para curadoria nos lotes subsequentes à calibração",legenda_indexada,evid-aula-mod-3-29,"nenhuma"
aula-mod-3-30,arq-1789,AULA_A_CURAR_EXPANSAO,hab-pendente-inspecao,fonte_candidata,integrar_aula,"Recurso mapeado no acervo para curadoria nos lotes subsequentes à calibração",legenda_indexada,evid-aula-mod-3-30,"nenhuma"
aula-mod-3-31,arq-1792,AULA_A_CURAR_EXPANSAO,hab-pendente-inspecao,fonte_candidata,integrar_aula,"Recurso mapeado no acervo para curadoria nos lotes subsequentes à calibração",legenda_indexada,evid-aula-mod-3-31,"nenhuma"
aula-mod-3-32,arq-1793,AULA_A_CURAR_EXPANSAO,hab-pendente-inspecao,fonte_candidata,revisao_apoio,"Recurso mapeado no acervo para curadoria nos lotes subsequentes à calibração",metadados_catalogo,evid-aula-mod-3-32,"nenhuma"
aula-mod-3-33,arq-1795,AULA_A_CURAR_EXPANSAO,hab-pendente-inspecao,fonte_candidata,integrar_aula,"Recurso mapeado no acervo para curadoria nos lotes subsequentes à calibração",legenda_indexada,evid-aula-mod-3-33,"nenhuma"
aula-mod-3-34,arq-1798,AULA_A_CURAR_EXPANSAO,hab-pendente-inspecao,fonte_candidata,integrar_aula,"Recurso mapeado no acervo para curadoria nos lotes subsequentes à calibração",legenda_indexada,evid-aula-mod-3-34,"nenhuma"
aula-mod-3-35,arq-1802,AULA_A_CURAR_EXPANSAO,hab-pendente-inspecao,fonte_candidata,integrar_aula,"Recurso mapeado no acervo para curadoria nos lotes subsequentes à calibração",legenda_indexada,evid-aula-mod-3-35,"nenhuma"
aula-mod-3-36,arq-1804,AULA_A_CURAR_EXPANSAO,hab-pendente-inspecao,fonte_candidata,integrar_aula,"Recurso mapeado no acervo para curadoria nos lotes subsequentes à calibração",legenda_indexada,evid-aula-mod-3-36,"nenhuma"
aula-mod-3-37,arq-1805,AULA_A_CURAR_EXPANSAO,hab-pendente-inspecao,fonte_candidata,integrar_aula,"Recurso mapeado no acervo para curadoria nos lotes subsequentes à calibração",metadados_catalogo,evid-aula-mod-3-37,"nenhuma"
aula-mod-3-38,arq-1807,AULA_A_CURAR_EXPANSAO,hab-pendente-inspecao,fonte_candidata,integrar_aula,"Recurso mapeado no acervo para curadoria nos lotes subsequentes à calibração",legenda_indexada,evid-aula-mod-3-38,"nenhuma"
aula-mod-3-39,arq-1809,AULA_A_CURAR_EXPANSAO,hab-pendente-inspecao,fonte_candidata,integrar_aula,"Recurso mapeado no acervo para curadoria nos lotes subsequentes à calibração",legenda_indexada,evid-aula-mod-3-39,"nenhuma"
aula-mod-3-40,arq-1817,AULA_A_CURAR_EXPANSAO,hab-pendente-inspecao,fonte_candidata,integrar_aula,"Recurso mapeado no acervo para curadoria nos lotes subsequentes à calibração",legenda_indexada,evid-aula-mod-3-40,"nenhuma"
aula-mod-3-41,arq-1822,AULA_A_CURAR_EXPANSAO,hab-pendente-inspecao,fonte_candidata,integrar_aula,"Recurso mapeado no acervo para curadoria nos lotes subsequentes à calibração",legenda_indexada,evid-aula-mod-3-41,"nenhuma"
aula-mod-3-42,arq-1827,AULA_A_CURAR_EXPANSAO,hab-pendente-inspecao,fonte_candidata,integrar_aula,"Recurso mapeado no acervo para curadoria nos lotes subsequentes à calibração",legenda_indexada,evid-aula-mod-3-42,"nenhuma"
aula-mod-3-44,,AGUARDANDO_MATERIAL,NENHUMA,fonte_pendente,aguardar_material,"Entrada sem arquivos no backup local",nao_inspecionado,evid-aula-mod-3-44,"sem_arquivos_locais; sem_link_remoto"
